Time,Latitude,Longitute
945,32.129576284282166,-81.18929928294642
950,32.13548739403693,-81.20741536831058
955,32.12957748130061,-81.18926098425531
960,32.135484821939635,-81.20746230932262
965,32.129583097656806,-81.18922469746565
970,32.13549391525958,-81.20748864286601
975,32.12958761017798,-81.18919082413903
980,32.13545071515806,-81.20750842074914
985,32.12959120307082,-81.18915536311127
990,32.135480479687644,-81.20750856250861
995,32.129589993395754,-81.18912316527926
1000,32.13546559071999,-81.20755197870345
1005,32.12958454310179,-81.18909146223626
1010,32.13549375233495,-81.20759833679168
1015,32.1295785738626,-81.18905998455628
1020,32.13552060112166,-81.2075921991786
1025,32.129567733134444,-81.18903429601383
1030,32.135540747501125,-81.20756223291855
1035,32.12956472322916,-81.18900534083585
1040,32.13556063694795,-81.20755600078687
1045,32.129562387106375,-81.18896832460923
1050,32.13557902611753,-81.20753406628295
1055,32.12955345900849,-81.18894941295312
1060,32.13558676162026,-81.2075034604041
1065,32.12955112781793,-81.18892389031559
1070,32.135603438826685,-81.2074797920187
1075,32.1295334375133,-81.18893518796615
1080,32.13561873700589,-81.2074473382415
1085,32.129536597998566,-81.18891228209434
1090,32.13562298335571,-81.20740541806093
1095,32.12952511991921,-81.18889480448641
1100,32.1356357533607,-81.20738057361002
1105,32.129501503255085,-81.18887743244572
1110,32.13565041569829,-81.20734606370371
1115,32.12946729356336,-81.18885491482506
1120,32.13565554965376,-81.20732060902748
1125,32.12944876573109,-81.1888417300106
1130,32.13567421572364,-81.20732002116118
1135,32.12942340457492,-81.18883096132744
1140,32.13569146167796,-81.20730784176652
1145,32.129386853829665,-81.18881944673089
1150,32.135709564292455,-81.20729129699662
1155,32.129351490209714,-81.18880702607461
1160,32.135723727535435,-81.2072757904078
1165,32.1293116336835,-81.18879787968942
1170,32.13573623712753,-81.20726038399596
1175,32.12926623513548,-81.1887907914371
1180,32.13575422443503,-81.20725317384978
1185,32.12922002666841,-81.18878721055044
1190,32.13576372415756,-81.20723405393599
1195,32.12917036095337,-81.18878541549844
1200,32.135777845933475,-81.20721885468899
1205,32.129121666117705,-81.18878533167543
1210,32.13579327103211,-81.20720605675633
1215,32.1290706896799,-81.18878428386188
1220,32.13577514384574,-81.20719849914654
1225,32.12901985869399,-81.18878661617038
1230,32.13575484662315,-81.2072694226687
1235,32.1289766515567,-81.18878762081263
1240,32.13576875517446,-81.20724424319958
1245,32.12892999860768,-81.18878532649686
1250,32.13578979458339,-81.20722488822939
1255,32.12888979058041,-81.18878948654124
1260,32.13579761321728,-81.20717362263227
1265,32.12884969731001,-81.18879155605282
1270,32.135810065717465,-81.20715176911912
1275,32.128815387102456,-81.18878611398279
1280,32.135834386583404,-81.20715599050874
1285,32.128782978892154,-81.1887766673771
1290,32.13584913952889,-81.20716899710686
1295,32.12875166486655,-81.18877006192413
1300,32.13586985973322,-81.20717104981371
1305,32.128720980653966,-81.18876476607272
1310,32.135826044756776,-81.2071753240548
1315,32.12869032813277,-81.18876960841358
1320,32.135848581603945,-81.20715565874464
1325,32.12866090800704,-81.18878063326565
1330,32.13588492932721,-81.20713748610909
1335,32.12863450507584,-81.18879738585994
1340,32.1359126106337,-81.20710267765939
1345,32.12861028595545,-81.18881493628163
1350,32.13594669752267,-81.20708677040051
1355,32.128591461924316,-81.1888403224553
1360,32.135968459348426,-81.20706518343674
1365,32.128575948750665,-81.1888556702621
1370,32.135942474431026,-81.20707645250273
1375,32.12856430868607,-81.188879358495
1380,32.135944853268285,-81.20710269853454
1385,32.12855627942715,-81.18889980292607
1390,32.13592708077453,-81.20711043275483
1395,32.1285503633691,-81.18892726122404
1400,32.13592708077453,-81.20711043275483
1405,32.12854351707935,-81.18894903142451
1410,32.13594779355847,-81.20718019856724
1415,32.12853773860466,-81.18897575632154
1420,32.13589624219454,-81.20723053693793
1425,32.12853253368536,-81.18901435126274
1430,32.13589061495229,-81.20726785490132
1435,32.12852503890074,-81.1890639571607
1440,32.13589079888421,-81.20728252309188
1445,32.12852300709736,-81.1891400978111
1450,32.135888865325384,-81.20732320406431
1455,32.12852112886073,-81.18924664409151
1460,32.13586323830186,-81.20732269625775
1465,32.12851857885049,-81.18938323770516
1470,32.13583745120814,-81.2073122051171
1475,32.1285192312828,-81.18954096287123
1480,32.13587188685467,-81.20730526781588
1485,32.12852126276305,-81.18972934007398
1490,32.13589602725645,-81.20730802233848
1495,32.128522347635155,-81.18994543189673
1500,32.13593021969475,-81.20731854946328
1505,32.12852328339612,-81.19018603437631
1510,32.13594745690706,-81.20730638990845
1515,32.12852707282857,-81.19045032728349
1520,32.13589019666197,-81.20730570417241
1525,32.1285354024685,-81.19074787769543
1530,32.13586764440551,-81.20727361342394
1535,32.12853722521156,-81.19107343771023
1540,32.13585062318469,-81.207264672866
1545,32.128536418036575,-81.19141699404673
1550,32.13585065602364,-81.20723984379835
1555,32.128538721727,-81.19178560094248
1560,32.13581817498399,-81.20725298986892
1565,32.12854023508499,-81.19217760534188
1570,32.135795163676626,-81.20726130568988
1575,32.12854235872832,-81.19259176809504
1580,32.13576203912492,-81.20726982605616
1585,32.12854874593334,-81.19303295495541
1590,32.13574383553097,-81.20726961588514
1595,32.128553884243146,-81.19349919985038
1600,32.135714992117165,-81.20728857670746
1605,32.12856050293487,-81.19398589355443
1610,32.13573577237034,-81.20728139855301
1615,32.12857021140687,-81.19449655949941
1620,32.13575433111807,-81.20728694022146
1625,32.128576918790046,-81.19503022868174
1630,32.135735172170406,-81.20727945445738
1635,32.12857790778617,-81.19558750087857
1640,32.13575634905695,-81.20727684979792
1645,32.128583071646275,-81.19616537287071
1650,32.135715021994095,-81.20727891057047
1655,32.1285891852116,-81.19676671108395
1660,32.135673012137524,-81.20725784614837
1665,32.128595722290044,-81.1973901536993
1670,32.13562632387755,-81.20723015350289
1675,32.128605514868234,-81.19803663521506
1680,32.13559922719853,-81.20721384351833
1685,32.12861166478549,-81.19870365436584
1690,32.13560058546938,-81.20721391309574
1695,32.128613406060616,-81.19939175952801
1700,32.135646012162965,-81.20738928727923
1705,32.12861869601415,-81.20010094317944
1710,32.135677229844696,-81.20742446949639
1715,32.12862654735227,-81.20083131303618
1720,32.135723590786824,-81.20737821800269
1725,32.12863089576123,-81.20158050678981
1730,32.13572605096953,-81.20735117070056
1735,32.128637586005375,-81.20235138534932
1740,32.13568865988558,-81.20739774186653
1745,32.12863781577052,-81.20313342649071
1750,32.135645537024274,-81.20746249034713
1755,32.12863282427034,-81.2039349073963
1760,32.1356674930201,-81.20742726309952
1765,32.1286145102322,-81.2047480114706
1770,32.1356696147861,-81.20742219129178
1775,32.12861622274008,-81.20559844125488
1780,32.135658248882365,-81.20744210066599
1785,32.128642758517614,-81.20647949151811
1790,32.135671573275175,-81.20742327197442
1795,32.12864616262143,-81.2073830768771
1800,32.135675526951125,-81.20739338570665
1805,32.12864073721115,-81.20827377508981
1810,32.13568271061241,-81.20737380412604
1815,32.12865689724624,-81.20919281657616
1820,32.135689489526186,-81.20739665155571
1825,32.128661522620654,-81.21012448892101
1830,32.13568896486551,-81.20737184852516
1835,32.12867209870127,-81.21105300621822
1840,32.13569261188701,-81.20734986546209
1845,32.128668030964484,-81.21196300204092
1850,32.13570846067793,-81.20736229318891
1855,32.128685179005686,-81.21294521874852
1860,32.1357157153477,-81.20738416604667
1865,32.12874961607102,-81.21390881074892
1870,32.13573405940182,-81.20740713563447
1875,32.128774984745625,-81.21486507246672
1880,32.13573575330022,-81.2074379033432
1885,32.12884253007123,-81.21585073955315
1890,32.13574625948441,-81.20748405012203
1895,32.12889783236764,-81.21682389612144
1900,32.135736931547335,-81.20750639619972
1905,32.128956820496725,-81.21779971968745
1910,32.13575932276539,-81.20751715664319
1915,32.129017024769865,-81.21877475624095
1920,32.13572350826928,-81.20750503464093
1925,32.12906451968828,-81.2197295881215
1930,32.135702873691855,-81.20752236685131
1935,32.129086259919625,-81.2206653119358
1940,32.13572129477592,-81.20748151843269
1945,32.12916276015683,-81.22163170811763
1950,32.13573142485521,-81.20746206133039
1955,32.12921842684785,-81.22258349369793
1960,32.13573641930143,-81.20743072362438
1965,32.12924676347744,-81.2235149601152
1970,32.13574524534519,-81.20741175278737
1975,32.12927845929017,-81.22444717276264
1980,32.135745446822284,-81.20737702620221
1985,32.12928810873164,-81.2253583627637
1990,32.13573581871658,-81.20734349432001
1995,32.12991408765088,-81.2267310081937
2000,32.13573075132376,-81.20732166404183
2005,32.13003910661719,-81.22773381274354
2010,32.13571596091573,-81.20730893708502
2015,32.13018244847656,-81.2287489437502
2020,32.13570560941325,-81.20732727597584
2025,32.13030559692077,-81.22975033728802
2030,32.13568274298637,-81.20730327418129
2035,32.1304315590346,-81.2307501203637
2040,32.13567333468455,-81.20728403508265
2045,32.12909914406017,-81.23063043930883
2050,32.135678906614,-81.20730662716052
2055,32.12915096133481,-81.23157035669216
2060,32.13568290825344,-81.20734217387343
2065,32.1291966411008,-81.232500049512
2070,32.135672178057,-81.20732215451659
2075,32.129239400839424,-81.2334343745194
2080,32.13565840632884,-81.20730554863452
2085,32.12927692976694,-81.2343744775686
2090,32.13565593638065,-81.20727920649763
2095,32.12931424635906,-81.23530990128475
2100,32.135671683982615,-81.20730515548907
2105,32.12936067736996,-81.2362599213729
2110,32.135689986114876,-81.20729845152742
2115,32.12939271590707,-81.23719832563926
2120,32.13567911095021,-81.20726860782747
2125,32.129428642635645,-81.238151484641
2130,32.13566191635869,-81.20729071274266
2135,32.12946972882262,-81.23910476729758
2140,32.13564369270674,-81.20729242925881
2145,32.12950468213664,-81.24007434956259
2150,32.135641027355696,-81.2073161146641
2155,32.12954040607012,-81.24104829717025
2160,32.13564468837878,-81.20734074549667
2165,32.12959108276973,-81.24200551679671
2170,32.1356628339361,-81.20734498848675
2175,32.129631032999555,-81.24296145798598
2180,32.13568063346084,-81.20733685881655
2185,32.12968780645505,-81.24393198652986
2190,32.13569743885116,-81.20732747913993
2195,32.129739903354775,-81.24491132978385
2200,32.13571914238275,-81.20732703096002
2205,32.12975967392535,-81.24588829886018
2210,32.13574144577026,-81.20735611652263
2215,32.12980071995416,-81.24687498223226
2220,32.13572917793054,-81.2073340109385
2225,32.12984873425971,-81.24786001414766
2230,32.135730063598416,-81.20730620203081
2235,32.12989389288475,-81.24888096278308
2240,32.13572901951717,-81.20732874564328
2245,32.13054350283857,-81.25033549792403
2250,32.13573791156442,-81.20736141978642
2255,32.13059710191608,-81.25136967811967
2260,32.13575589818702,-81.20738886640706
2265,32.13066596609232,-81.25241846231792
2270,32.13576007261511,-81.20742644429679
2275,32.13071542318047,-81.25346073807623
2280,32.13576571825894,-81.20744869370391
2285,32.13076526417066,-81.2545131884745
2290,32.13576594082765,-81.2074261912179
2295,32.13082637197332,-81.25558572745258
2300,32.135736929605315,-81.20740081192424
2305,32.13092564189605,-81.25668646366469
2310,32.13577207231869,-81.20737776006497
2315,32.130989758763114,-81.25777382259578
2320,32.13578058328627,-81.2073398166231
2325,32.13106551564183,-81.25887101119899
2330,32.135763492571414,-81.2073188195346
2335,32.13115555099533,-81.25998551544964
2340,32.13573674659464,-81.20732630885072
2345,32.13125441966598,-81.26109993016868
2350,32.1357061418567,-81.20730420120111
2355,32.13136362841829,-81.2622181461102
2360,32.135694249184304,-81.20732342844063
2365,32.13150314532648,-81.26335026915318
2370,32.13567290041132,-81.20731604674845
2375,32.13164895974294,-81.2644827584679
2380,32.135651166280546,-81.2072875897632
2385,32.131815356588966,-81.26562023940654
2390,32.13566624435003,-81.20726859215915
2395,32.13200968951975,-81.26675199452384
2400,32.13568969698196,-81.20726944070051
2405,32.13220250120248,-81.26788588448612
2410,32.13570760896965,-81.20727398364572
2415,32.13250508162246,-81.26907309785587
2420,32.13573027277482,-81.20727506362552
2425,32.1327807238784,-81.27020885689396
2430,32.13575655344809,-81.20728049320559
2435,32.13305488059412,-81.27133736480275
2440,32.13577005955229,-81.2072983213375
2445,32.133378991073855,-81.27247186510466
2450,32.13577835059777,-81.2073171626155
2455,32.1324620148731,-81.27253821097167
2460,32.13574834801605,-81.20728789377644
2465,32.132788940002065,-81.27362636877142
2470,32.13576997851368,-81.20728215457912
2475,32.13312709278286,-81.27469838467327
2480,32.135804553714024,-81.2072936162102
2485,32.1334875635168,-81.27575947993284
2490,32.135828115326106,-81.20726448666585
2495,32.13385770929553,-81.27681091049217
2500,32.13582797796151,-81.20723517048944
2505,32.13424058644311,-81.27785599385106
2510,32.13583021325538,-81.20719266361564
2515,32.13462027990471,-81.27888367927899
2520,32.13584524935264,-81.20717875557955
2525,32.13507404403242,-81.27989406967558
2530,32.135832717233,-81.20715283654144
2535,32.135835226276015,-81.28093397879374
2540,32.13582201459396,-81.2071482857115
2545,32.13623935682284,-81.28197289984138
2550,32.135778272475754,-81.20721447405147
2555,32.13687050474818,-81.28302350515057
2560,32.13577897645578,-81.20725235540671
2565,32.13692018858626,-81.28303718253193
2570,32.135803587216,-81.20724214929997
2575,32.136561696756694,-81.28200157682684
2580,32.13584475566961,-81.2072392689579
2585,32.13660586822094,-81.28195053826835
2590,32.1358742817273,-81.20724495750449
2595,32.13663852194047,-81.28190644455027
2600,32.13589030370196,-81.20723393432546
2605,32.13666909765673,-81.28185703819135
2610,32.13586504709956,-81.20723287532546
2615,32.13669848112146,-81.28184312727903
2620,32.13587376608516,-81.20720530980049
2625,32.13671414248741,-81.28188690042462
2630,32.13589147537763,-81.20718392568753
2635,32.13673383030088,-81.28193736657488
2640,32.13588103350278,-81.20716270455286
2645,32.13675222710939,-81.28198451374848
2650,32.13586330268464,-81.2071418589363
2655,32.260255080579775,-81.37374202596523
2660,32.13584393838131,-81.2071228379198
2665,32.261350336976314,-81.37454157079694
2670,32.1358269171342,-81.20710501628582
2675,32.26246745365742,-81.37533548973035
2680,32.1358330765972,-81.20712645635831
2685,32.26355537993737,-81.37615195229175
2690,32.13581667769505,-81.20714153556735
2695,32.26467609505951,-81.37693843396758
2700,32.13580417940787,-81.20715879797899
2705,32.26575781579671,-81.37772997264888
2710,32.135798037652016,-81.20718405573625
2715,32.266844800418376,-81.37852217831521
2720,32.135791156756284,-81.20720955215953
2725,32.26794379371491,-81.3793253865507
2730,32.135777821177115,-81.20724306767875
2735,32.26904890253619,-81.38010697263182
2740,32.1357610132827,-81.20725097150115
2745,32.27015465683126,-81.38089241531989
2750,32.13574708098069,-81.20726669682826
2755,32.27126230811942,-81.38167462503499
2760,32.13573887130574,-81.20729573294257
2765,32.272362496567574,-81.38246010862247
2770,32.13572431077379,-81.20731036679726
2775,32.2734664581908,-81.38324640161764
2780,32.13574204436893,-81.20732018410328
2785,32.27456977177846,-81.38402969594291
2790,32.13576641951099,-81.20729599984926
2795,32.27572472254548,-81.3848465398093
2800,32.13575759103134,-81.20732530464863
2805,32.27683778967494,-81.38562958460244
2810,32.13575761384162,-81.20730202595247
2815,32.277921236779584,-81.38641639967105
2820,32.13577480525557,-81.20727962012248
2825,32.279027878939786,-81.38722920203793
2830,32.13578195722144,-81.20725447991605
2835,32.280136604589245,-81.38801740885738
2840,32.13576588204192,-81.20723618743843
2845,32.28125493845978,-81.38882022109264
2850,32.135732085287685,-81.20728952042242
2855,32.282373078224296,-81.38961428604813
2860,32.13575084325427,-81.20727191474492
2865,32.283485343999516,-81.39040745382465
2870,32.13573759208637,-81.20725680459742
2875,32.28459994558406,-81.39118313765172
2880,32.1356584019543,-81.20715524884278
2885,32.2857123653488,-81.39197397229212
2890,32.13569319755833,-81.207160437288
2895,32.286826696592605,-81.3927770864715
2900,32.13569319755833,-81.207160437288
2905,32.2879346346425,-81.39358331405259
2910,32.13580162362262,-81.20735012565758
2915,32.28904825840708,-81.39440313967938
2920,32.135670214258624,-81.20746016755878
2925,32.290160067119885,-81.39523515208298
2930,32.13566371550337,-81.20747152160976
2935,32.29128727807161,-81.3960644649059
2940,32.13566371550337,-81.20747152160976
2945,32.2924069130233,-81.39688268202501
2950,32.13566371550337,-81.20747152160976
2955,32.29352564024585,-81.39766273705646
2960,32.13566371550337,-81.20747152160976
2965,32.29470288655307,-81.39843647139006
2970,32.13566371550337,-81.20747152160976
2975,32.29585794798132,-81.39920613061213
2980,32.135635018867916,-81.20755089192846
2985,32.29700007200816,-81.39999734821407
2990,32.13562408910493,-81.20758140893054
2995,32.2981542270014,-81.40079057609452
3000,32.135647534038206,-81.20761799381202
3005,32.29931876149253,-81.40161312684955
3010,32.13564495549656,-81.20758350122908
3015,32.30045749151902,-81.4024745302724
3020,32.13567796935811,-81.20759138690431
3025,32.30157502355082,-81.4033466423775
3030,32.13564638316645,-81.20762643906339
3035,32.302701443938126,-81.40422414459402
3040,32.13566547202673,-81.20766587859416
3045,32.30382733290883,-81.40513684529276
3050,32.13563994711325,-81.20766475616483
3055,32.304967536841474,-81.40594973241862
3060,32.13562082862677,-81.20762618402027
3065,32.30610572495168,-81.40681972969759
3070,32.13561875296925,-81.20759279913133
3075,32.30715304636298,-81.40724489417475
3080,32.13561538139531,-81.2076303161059
3085,32.30830416223943,-81.40805518176087
3090,32.13564982677286,-81.20765793441637
3095,32.30945038308507,-81.40888794874222
3100,32.13562981485368,-81.20762373804351
3105,32.310604139072495,-81.4103259229942
3110,32.13562396214324,-81.2075937725816
3115,32.311752766053786,-81.41121082152156
3120,32.135616207132756,-81.20762215072503
3125,32.31289359531804,-81.41209981907235
3130,32.13561867026216,-81.20759277312929
3135,32.31402832024202,-81.41299832163723
3140,32.13562690946352,-81.20753315376912
3145,32.31515903057418,-81.41389141666181
3150,32.13561988411149,-81.20760388341782
3155,32.316313960928106,-81.41478205387143
3160,32.13561966488441,-81.20756340536865
3165,32.31745902208996,-81.41568062307614
3170,32.13565658262372,-81.20755330413222
3175,32.318604855986386,-81.41654981091708
3180,32.13562668305224,-81.20758374293479
3185,32.31976304514078,-81.4174147275338
3190,32.1356151527587,-81.20763158248576
3195,32.32091038310234,-81.4182841776025
3200,32.13561811854836,-81.2075851103974
3205,32.32210104777008,-81.41913186180066
3210,32.13562039463309,-81.20755046050174
3215,32.32326064913933,-81.42000148322698
3220,32.13566569309713,-81.20754794429234
3225,32.32437469557823,-81.4208875163616
3230,32.13562299914428,-81.2075985600888
3235,32.32552950755003,-81.42177248039934
3240,32.13575409203638,-81.20774732693873
3245,32.32668551748106,-81.42265835478489
3250,32.135719594881564,-81.20765489950007
3255,32.327858542588146,-81.42353513551942
3260,32.13562631753627,-81.2075785374903
3265,32.32911362056966,-81.42447336193506
3270,32.13564694781473,-81.20759001894734
3275,32.33591046239178,-81.43121934266333
3280,32.13582020229281,-81.20776302522584
3285,32.33695923426915,-81.43234769219625
3290,32.13568553892877,-81.20759339906871
3295,32.33800305946042,-81.43329744739971
3300,32.13562029222342,-81.20757045984676
3305,32.33915776163331,-81.43427575552096
3310,32.13566050955471,-81.20761547403566
3315,32.34030327123281,-81.43533484798756
3320,32.13563352058146,-81.20760865257246
3325,32.3414599477457,-81.43629495477728
3330,32.13562110883059,-81.20756511873117
3335,32.44279829934243,-81.886042531301
3340,32.135621364073295,-81.2075930388504
3345,32.442953659742635,-81.88810801841043
3350,32.13562055013633,-81.20756217676491
3355,32.443169243152674,-81.8901888079379
3360,32.13561678374414,-81.20761158503821
3365,32.44320052322213,-81.89037195235753
3370,32.13564980523199,-81.20762908362121
3375,32.443207572269245,-81.89059008299512
3380,32.13561832149503,-81.20760548042105
3385,32.44325856589006,-81.89102134723827
3390,32.13574657948459,-81.20747206707676
3395,32.44359562230832,-81.89451334720235
3400,32.13565567698461,-81.20756987097892
3405,32.44395931668108,-81.89748125519695
3410,32.135627111423375,-81.20757138936928
3415,32.444179814103876,-81.90011170848526
3420,32.135673122659746,-81.20762785638668
3425,32.44438401380518,-81.90254572450415
3430,32.13562919329409,-81.20750994178717
3435,32.44454331559943,-81.90487086351983
3440,32.135716246456205,-81.20761180504286
3445,32.44474110059982,-81.90714517714463
3450,32.13562799257607,-81.20757636385488
3455,32.44493269077309,-81.90939883991685
3460,32.135663233151035,-81.20761157139098
3465,32.445127227710614,-81.91162109623184
3470,32.135621585517136,-81.2076615630601
3475,32.445362534981,-81.91383538106953
3480,32.13556381882544,-81.2076863128211
3485,32.44558194470582,-81.91601947254466
3490,32.13556381882544,-81.2076863128211
3495,32.445829887843075,-81.91818854202096
3500,32.13556381882544,-81.2076863128211
3505,32.44605749185928,-81.92031849626137
3510,32.13564257267457,-81.20758088108815
3515,32.44626133971645,-81.92243322931364
3520,32.13564670934157,-81.20753113018893
3525,32.446439876726664,-81.92454208828035
3530,32.135672622124446,-81.20752222334274
3535,32.44668552107127,-81.92666356202189
3540,32.13570675812714,-81.20751938965984
